[2025-07-06 22:52:34] Comment: sota, cross environment, train_environment_ids = [1, 3], val_environment_ids = [2]
[2025-07-06 22:52:34] Params: hidden_dim = 128, num_layers = 2, dropout = 0.3, window_size = 250, stride = 25, batch_size = 512, mask_ratio = 0.15 lr = 0.001, weight_decay = 0.0001, num_epochs = 800 alpha = 10, beta = 0.001, gamma = 1 
[2025-07-06 22:52:54] Train y1 count: Counter({20: 6832, 1: 5644, 7: 4321, 30: 3870, 0: 3465, 6: 3345, 13: 3177, 5: 3158, 9: 2770, 3: 2684, 22: 2522, 14: 2406, 4: 2378, 25: 2289, 23: 2152, 26: 2062, 18: 2030, 10: 1964, 24: 1911, 15: 1784, 21: 1755, 27: 1621, 29: 1212, 31: 1138, 32: 475, 33: 162})
[2025-07-06 22:52:54] Train y2 count: Counter({20: 6707, 1: 5479, 7: 4356, 30: 3860, 0: 3515, 6: 3510, 13: 3292, 5: 3258, 3: 2724, 9: 2560, 22: 2557, 4: 2478, 25: 2454, 14: 2366, 23: 2187, 26: 2042, 10: 1984, 24: 1971, 18: 1780, 21: 1765, 15: 1664, 27: 1626, 31: 1188, 29: 1122, 32: 490, 33: 192})
[2025-07-06 22:52:54] Val y1 count: Counter({8: 5048, 1: 3413, 11: 3264, 17: 3076, 19: 2452, 2: 2444, 7: 2334, 16: 2308, 25: 2306, 30: 2262, 22: 2121, 27: 2030, 5: 2026, 0: 1926, 12: 1846, 6: 1838, 28: 1638})
[2025-07-06 22:52:54] Val y2 count: Counter({8: 5028, 1: 3373, 11: 3204, 17: 3016, 2: 2504, 19: 2392, 25: 2326, 30: 2302, 16: 2288, 7: 2234, 22: 2161, 5: 2106, 27: 2030, 0: 1966, 6: 1898, 12: 1826, 28: 1678})
[2025-07-06 22:52:54] y1 class weights: tensor([ 0.5264,  0.3232,  0.0000,  0.6796,  0.7671,  0.5776,  0.5453,  0.4221,
         0.0000,  0.6585,  0.9288,  0.0000,  0.0000,  0.5742,  0.7581,  1.0225,
         0.0000,  0.0000,  0.8986,  0.0000,  0.2670,  1.0394,  0.7233,  0.8476,
         0.9545,  0.7969,  0.8846,  1.1253,  0.0000,  1.5050,  0.4713,  1.6029,
         3.8402, 11.2599])
[2025-07-06 22:52:54] y2 class weights: tensor([ 0.5475,  0.3512,  0.0000,  0.7065,  0.7766,  0.5907,  0.5483,  0.4418,
         0.0000,  0.7517,  0.9700,  0.0000,  0.0000,  0.5846,  0.8134,  1.1565,
         0.0000,  0.0000,  1.0811,  0.0000,  0.2869,  1.0903,  0.7526,  0.8799,
         0.9764,  0.7842,  0.9424,  1.1835,  0.0000,  1.7152,  0.4986,  1.6199,
         3.9274, 10.0230])
[2025-07-06 22:52:54] y1 + y2 class weights: tensor([ 0.5381,  0.3377,  0.0000,  0.6945,  0.7734,  0.5854,  0.5479,  0.4328,
         0.0000,  0.7046,  0.9513,  0.0000,  0.0000,  0.5806,  0.7870,  1.0893,
         0.0000,  0.0000,  0.9858,  0.0000,  0.2774,  1.0670,  0.7395,  0.8656,
         0.9675,  0.7919,  0.9151,  1.1567,  0.0000,  1.6091,  0.4859,  1.6147,
         3.8920, 10.6095])
[2025-07-06 22:54:58] Epoch: 0, train loss: 27.0499, train loss1: 2.2867, train loss2: 926.7070, train loss3: 3.2566, train acc1: 0.3342, train acc2: 0.0782
16  0.05  0.05  0.0  0.02  0.01  0.00  0.03  0.04  0.0  0.00  0.01  0.0  0.0  0.01  0.03  0.07  0.0  0.0  0.05  0.0  0.03  0.06  0.01  0.02  0.01  0.02  0.01  0.01  0.0  0.29  0.13  0.02  0.00  0.02
17  0.01  0.52  0.0  0.00  0.00  0.03  0.27  0.16  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00
18  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00
19  0.08  0.07  0.0  0.09  0.29  0.04  0.02  0.01  0.0  0.03  0.07  0.0  0.0  0.05  0.03  0.04  0.0  0.0  0.09  0.0  0.03  0.00  0.00  0.03  0.01  0.00  0.01  0.00  0.0  0.00  0.01  0.00  0.00  0.00
20  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00
21  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00
22  0.06  0.12  0.0  0.00  0.08  0.12  0.03  0.01  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.01  0.00  0.58  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00
23  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00
24  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00
25  0.01  0.00  0.0  0.00  0.01  0.00  0.00  0.04  0.0  0.00  0.00  0.0  0.0  0.07  0.01  0.02  0.0  0.0  0.00  0.0  0.02  0.00  0.00  0.01  0.46  0.10  0.06  0.11  0.0  0.00  0.05  0.00  0.01  0.00
26  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00
27  0.02  0.00  0.0  0.01  0.01  0.00  0.00  0.02  0.0  0.00  0.00  0.0  0.0  0.05  0.01  0.02  0.0  0.0  0.01  0.0  0.03  0.00  0.00  0.00  0.17  0.17  0.16  0.22  0.0  0.00  0.09  0.00  0.00  0.00
28  0.01  0.00  0.0  0.00  0.00  0.00  0.00  0.02  0.0  0.00  0.00  0.0  0.0  0.03  0.02  0.02  0.0  0.0  0.01  0.0  0.01  0.00  0.00  0.00  0.35  0.08  0.18  0.14  0.0  0.02  0.06  0.00  0.02  0.00
29  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00
30  0.03  0.01  0.0  0.01  0.01  0.00  0.03  0.02  0.0  0.00  0.00  0.0  0.0  0.07  0.03  0.03  0.0  0.0  0.00  0.0  0.01  0.00  0.00  0.00  0.03  0.01  0.04  0.04  0.0  0.01  0.60  0.00  0.03  0.00
31  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00
32  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00
33  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00
[2025-07-07 05:15:40] Epoch: 202 val confusion matrix2:
      0     1    2     3     4     5     6     7    8     9     10   11   12    13    14    15   16   17    18   19    20    21    22    23    24    25    26    27   28    29    30    31    32   33
0   0.50  0.01  0.0  0.00  0.00  0.00  0.01  0.04  0.0  0.02  0.01  0.0  0.0  0.01  0.00  0.01  0.0  0.0  0.00  0.0  0.01  0.00  0.01  0.00  0.04  0.00  0.05  0.03  0.0  0.06  0.12  0.04  0.01  0.0
1   0.05  0.44  0.0  0.00  0.01  0.09  0.36  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.02  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.02  0.00  0.00  0.0
2   0.06  0.23  0.0  0.00  0.04  0.17  0.30  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.11  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.06  0.01  0.00  0.0
3   0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.0
4   0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.0
5   0.01  0.14  0.0  0.00  0.01  0.57  0.21  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.02  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.02  0.02  0.00  0.0
6   0.03  0.12  0.0  0.00  0.00  0.15  0.65  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.04  0.01  0.00  0.0
7   0.03  0.08  0.0  0.01  0.00  0.00  0.00  0.53  0.0  0.01  0.00  0.0  0.0  0.02  0.00  0.01  0.0  0.0  0.00  0.0  0.06  0.00  0.00  0.01  0.05  0.00  0.08  0.05  0.0  0.00  0.02  0.00  0.01  0.0
8   0.09  0.25  0.0  0.00  0.01  0.11  0.39  0.04  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.03  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.06  0.00  0.00  0.0
9   0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.0
10  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.0
11  0.09  0.19  0.0  0.00  0.02  0.08  0.56  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.02  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.05  0.00  0.00  0.0
12  0.08  0.23  0.0  0.00  0.04  0.27  0.13  0.00  0.0  0.01  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.16  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.06  0.02  0.00  0.0
13  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.0
14  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.0
15  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.0
16  0.06  0.05  0.0  0.06  0.01  0.00  0.02  0.11  0.0  0.02  0.01  0.0  0.0  0.04  0.02  0.04  0.0  0.0  0.07  0.0  0.03  0.01  0.02  0.04  0.05  0.00  0.08  0.04  0.0  0.09  0.11  0.02  0.01  0.0
17  0.09  0.20  0.0  0.00  0.00  0.10  0.54  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.02  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.04  0.00  0.00  0.0
18  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.0
19  0.07  0.04  0.0  0.09  0.20  0.06  0.03  0.03  0.0  0.07  0.03  0.0  0.0  0.08  0.01  0.01  0.0  0.0  0.07  0.0  0.04  0.00  0.00  0.03  0.05  0.00  0.05  0.02  0.0  0.00  0.00  0.00  0.01  0.0
20  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.0
21  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.0
22  0.10  0.12  0.0  0.00  0.04  0.15  0.14  0.00  0.0  0.00  0.00  0.0  0.0  0.01  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.37  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.05  0.01  0.00  0.0
23  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.0
24  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.0
25  0.08  0.01  0.0  0.02  0.05  0.01  0.01  0.12  0.0  0.01  0.01  0.0  0.0  0.06  0.01  0.02  0.0  0.0  0.01  0.0  0.05  0.00  0.00  0.02  0.31  0.07  0.05  0.07  0.0  0.01  0.02  0.00  0.00  0.0
26  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.0
27  0.02  0.01  0.0  0.04  0.03  0.01  0.00  0.18  0.0  0.01  0.00  0.0  0.0  0.05  0.00  0.02  0.0  0.0  0.01  0.0  0.11  0.00  0.00  0.00  0.07  0.07  0.19  0.13  0.0  0.00  0.04  0.00  0.01  0.0
28  0.04  0.01  0.0  0.00  0.00  0.00  0.00  0.11  0.0  0.02  0.00  0.0  0.0  0.01  0.00  0.02  0.0  0.0  0.01  0.0  0.04  0.00  0.00  0.01  0.26  0.03  0.15  0.11  0.0  0.06  0.06  0.01  0.02  0.0
29  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.0
30  0.10  0.09  0.0  0.01  0.01  0.03  0.18  0.00  0.0  0.00  0.00  0.0  0.0  0.01  0.00  0.01  0.0  0.0  0.00  0.0  0.01  0.00  0.01  0.00  0.00  0.00  0.05  0.04  0.0  0.00  0.43  0.00  0.00  0.0
31  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.0
32  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.0
33  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.0  0.0  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.00  0.00  0.00  0.00  0.0
[2025-07-07 05:16:57] Epoch: 203, train loss: 1.7384, train loss1: 0.0232, train loss2: 925.0175, train loss3: 0.5809, train acc1: 0.9928, train acc2: 0.7790
[2025-07-07 05:17:29] Epoch: 203, val loss: 603.5464, val loss1: 48.7753, val loss2: 530.2081, val loss3: 24.5630, val acc1: 0.2710, val acc2: 0.2008
[2025-07-07 05:18:46] Epoch: 204, train loss: 1.6923, train loss1: 0.0191, train loss2: 924.9770, train loss3: 0.5762, train acc1: 0.9936, train acc2: 0.7815
[2025-07-07 05:19:18] Epoch: 204, val loss: 605.5893, val loss1: 49.9382, val loss2: 530.2775, val loss3: 25.3736, val acc1: 0.2697, val acc2: 0.2005
[2025-07-07 05:20:38] Epoch: 205, train loss: 1.6875, train loss1: 0.0180, train loss2: 924.9325, train loss3: 0.5823, train acc1: 0.9939, train acc2: 0.7787
[2025-07-07 05:21:12] Epoch: 205, val loss: 606.8756, val loss1: 51.0024, val loss2: 530.2316, val loss3: 25.6416, val acc1: 0.2727, val acc2: 0.2001
[2025-07-07 05:22:29] Epoch: 206, train loss: 1.6985, train loss1: 0.0199, train loss2: 924.8987, train loss3: 0.5751, train acc1: 0.9935, train acc2: 0.7820
[2025-07-07 05:23:02] Epoch: 206, val loss: 605.8379, val loss1: 49.8227, val loss2: 530.2323, val loss3: 25.7829, val acc1: 0.2765, val acc2: 0.2019
[2025-07-07 05:24:14] Epoch: 207, train loss: 1.6776, train loss1: 0.0183, train loss2: 924.8359, train loss3: 0.5702, train acc1: 0.9939, train acc2: 0.7839
[2025-07-07 05:24:45] Epoch: 207, val loss: 604.2217, val loss1: 48.6314, val loss2: 530.2504, val loss3: 25.3399, val acc1: 0.2716, val acc2: 0.2041
[2025-07-07 05:26:03] Epoch: 208, train loss: 1.6977, train loss1: 0.0202, train loss2: 924.8926, train loss3: 0.5704, train acc1: 0.9931, train acc2: 0.7840
[2025-07-07 05:26:36] Epoch: 208, val loss: 607.1671, val loss1: 51.2760, val loss2: 530.1804, val loss3: 25.7107, val acc1: 0.2727, val acc2: 0.2099
[2025-07-07 05:27:54] Epoch: 209, train loss: 1.8671, train loss1: 0.0303, train loss2: 924.8257, train loss3: 0.6397, train acc1: 0.9901, train acc2: 0.7650
[2025-07-07 05:28:26] Epoch: 209, val loss: 603.6288, val loss1: 48.7213, val loss2: 530.2636, val loss3: 24.6439, val acc1: 0.2723, val acc2: 0.2019
[2025-07-07 05:29:44] Epoch: 210, train loss: 1.7780, train loss1: 0.0262, train loss2: 924.7948, train loss3: 0.5908, train acc1: 0.9914, train acc2: 0.7765
[2025-07-07 05:30:16] Epoch: 210, val loss: 604.2707, val loss1: 48.7161, val loss2: 530.2305, val loss3: 25.3242, val acc1: 0.2721, val acc2: 0.2037
[2025-07-07 05:31:34] Epoch: 211, train loss: 1.6957, train loss1: 0.0201, train loss2: 924.7922, train loss3: 0.5695, train acc1: 0.9935, train acc2: 0.7823
[2025-07-07 05:32:07] Epoch: 211, val loss: 607.0869, val loss1: 50.3063, val loss2: 530.2822, val loss3: 26.4985, val acc1: 0.2699, val acc2: 0.1955
[2025-07-07 05:33:26] Epoch: 212, train loss: 1.6626, train loss1: 0.0179, train loss2: 924.7828, train loss3: 0.5585, train acc1: 0.9940, train acc2: 0.7883
[2025-07-07 05:33:58] Epoch: 212, val loss: 604.2349, val loss1: 48.6496, val loss2: 530.2812, val loss3: 25.3041, val acc1: 0.2718, val acc2: 0.1972
[2025-07-07 05:35:13] Epoch: 213, train loss: 1.6763, train loss1: 0.0190, train loss2: 924.7072, train loss3: 0.5619, train acc1: 0.9938, train acc2: 0.7863
[2025-07-07 05:35:44] Epoch: 213, val loss: 605.9551, val loss1: 50.7859, val loss2: 530.1738, val loss3: 24.9955, val acc1: 0.2747, val acc2: 0.1999
[2025-07-07 05:37:01] Epoch: 214, train loss: 1.6799, train loss1: 0.0200, train loss2: 924.7782, train loss3: 0.5553, train acc1: 0.9935, train acc2: 0.7897
[2025-07-07 05:37:33] Epoch: 214, val loss: 604.5796, val loss1: 49.8770, val loss2: 530.0741, val loss3: 24.6285, val acc1: 0.2731, val acc2: 0.2018
[2025-07-07 05:38:51] Epoch: 215, train loss: 1.7117, train loss1: 0.0224, train loss2: 924.8149, train loss3: 0.5630, train acc1: 0.9930, train acc2: 0.7861
[2025-07-07 05:39:25] Epoch: 215, val loss: 605.1177, val loss1: 50.2219, val loss2: 530.1772, val loss3: 24.7186, val acc1: 0.2713, val acc2: 0.2022
[2025-07-07 05:40:40] Epoch: 216, train loss: 1.6653, train loss1: 0.0188, train loss2: 924.7252, train loss3: 0.5530, train acc1: 0.9937, train acc2: 0.7888
[2025-07-07 05:41:11] Epoch: 216, val loss: 603.6596, val loss1: 49.2271, val loss2: 530.0969, val loss3: 24.3356, val acc1: 0.2737, val acc2: 0.2031
[2025-07-07 05:42:28] Epoch: 217, train loss: 1.6474, train loss1: 0.0178, train loss2: 924.6867, train loss3: 0.5446, train acc1: 0.9941, train acc2: 0.7916
[2025-07-07 05:43:00] Epoch: 217, val loss: 604.2145, val loss1: 48.6656, val loss2: 530.0412, val loss3: 25.5077, val acc1: 0.2728, val acc2: 0.2023
[2025-07-07 05:44:16] Epoch: 218, train loss: 1.6600, train loss1: 0.0192, train loss2: 924.6988, train loss3: 0.5431, train acc1: 0.9935, train acc2: 0.7914
[2025-07-07 05:44:50] Epoch: 218, val loss: 603.9935, val loss1: 47.9797, val loss2: 530.1061, val loss3: 25.9077, val acc1: 0.2728, val acc2: 0.2027
[2025-07-07 05:46:08] Epoch: 219, train loss: 1.6365, train loss1: 0.0170, train loss2: 924.6907, train loss3: 0.5420, train acc1: 0.9941, train acc2: 0.7930
[2025-07-07 05:46:40] Epoch: 219, val loss: 603.1250, val loss1: 48.0612, val loss2: 530.0423, val loss3: 25.0215, val acc1: 0.2703, val acc2: 0.2006
[2025-07-07 05:47:56] Epoch: 220, train loss: 1.6338, train loss1: 0.0173, train loss2: 924.6771, train loss3: 0.5359, train acc1: 0.9944, train acc2: 0.7956
[2025-07-07 05:48:29] Epoch: 220, val loss: 604.6816, val loss1: 48.5259, val loss2: 530.1380, val loss3: 26.0177, val acc1: 0.2697, val acc2: 0.2001
[2025-07-07 05:49:20] Epoch: 220 train confusion matrix1:
      0     1     2     3     4     5     6     7     8    9    10    11   12   13    14    15   16    17   18   19   20    21    22    23   24    25
0   0.99  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.0  0.00  0.00  0.0  0.00  0.0  0.0  0.0  0.00  0.00  0.00  0.0  0.00
1   0.00  0.99  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.0  0.00  0.00  0.0  0.00  0.0  0.0  0.0  0.00  0.00  0.00  0.0  0.00
2   0.00  0.00  1.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.0  0.00  0.00  0.0  0.00  0.0  0.0  0.0  0.00  0.00  0.00  0.0  0.00
3   0.00  0.00  0.01  0.99  0.00  0.00  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.0  0.00  0.00  0.0  0.00  0.0  0.0  0.0  0.00  0.00  0.00  0.0  0.00
4   0.00  0.01  0.00  0.00  0.97  0.01  0.00  0.01  0.00  0.0  0.0  0.00  0.0  0.0  0.00  0.00  0.0  0.00  0.0  0.0  0.0  0.00  0.00  0.00  0.0  0.00
5   0.00  0.00  0.00  0.00  0.00  0.99  0.00  0.01  0.00  0.0  0.0  0.00  0.0  0.0  0.00  0.00  0.0  0.00  0.0  0.0  0.0  0.00  0.00  0.00  0.0  0.00
6   0.00  0.00  0.00  0.00  0.00  0.00  0.99  0.00  0.00  0.0  0.0  0.00  0.0  0.0  0.00  0.00  0.0  0.00  0.0  0.0  0.0  0.00  0.00  0.00  0.0  0.00
7   0.00  0.00  0.00  0.00  0.00  0.00  0.00  1.00  0.00  0.0  0.0  0.00  0.0  0.0  0.00  0.00  0.0  0.00  0.0  0.0  0.0  0.00  0.00  0.00  0.0  0.00
8   0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.02  0.97  0.0  0.0  0.00  0.0  0.0  0.00  0.00  0.0  0.00  0.0  0.0  0.0  0.00  0.00  0.00  0.0  0.00
9   0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  1.0  0.0  0.00  0.0  0.0  0.00  0.00  0.0  0.00  0.0  0.0  0.0  0.00  0.00  0.00  0.0  0.00
10  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  1.0  0.00  0.0  0.0  0.00  0.00  0.0  0.00  0.0  0.0  0.0  0.00  0.00  0.00  0.0  0.00
11  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.0  0.99  0.0  0.0  0.00  0.00  0.0  0.00  0.0  0.0  0.0  0.00  0.00  0.00  0.0  0.00
12  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.0  0.00  1.0  0.0  0.00  0.00  0.0  0.00  0.0  0.0  0.0  0.00  0.00  0.00  0.0  0.00
13  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.0  0.00  0.0  1.0  0.00  0.00  0.0  0.00  0.0  0.0  0.0  0.00  0.00  0.00  0.0  0.00
14  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.01  0.00  0.0  0.0  0.00  0.0  0.0  0.99  0.00  0.0  0.00  0.0  0.0  0.0  0.00  0.00  0.00  0.0  0.00
15  0.00  0.00  0.00  0.01  0.00  0.00  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.0  0.00  0.99  0.0  0.00  0.0  0.0  0.0  0.00  0.00  0.00  0.0  0.00
16  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.0  0.0  0.00  0.0  0.0  0.00  0.00  1.0  0.00  0.0  0.0  0.0  0.00  0.00  0.00  0.0  0.00
